process_seed,dynamics_and_latent_seconds,total_seed_seconds
42,132.269937396,137.169689667
43,99.47323552399996,103.04954583300002
44,105.18167226500003,109.637623066
45,121.120639579,125.34219251000002
46,115.53528134499993,120.44247915799997
